Monster Hunter World,monster hunter world,PS4,PS4,2018,Action RPG,Capcom,MHW,Monster Hunter,mhw|monster.hunter.world
Street Fighter 6,street fighter 6,PC,PC,2023,Fighting,Capcom,SF6,Street Fighter,sf6|street.fighter.6
Street Fighter 5,street fighter 5,PS4,PS4,2016,Fighting,Capcom,SF5,Street Fighter,sf5|street.fighter.5
Street Fighter 4,street fighter 4,PS3,PS3,2009,Fighting,Capcom,SF4,Street Fighter,sf4|street.fighter.4
Street Fighter 3 Third Strike,street fighter 3 third strike,Arcade,ARC,1999,Fighting,Capcom,SF3 TS,Street Fighter,sf3|street.fighter.3|sf3.third.strike
Street Fighter 2,street fighter 2,Arcade,ARC,1991,Fighting,Capcom,SF2,Street Fighter,sf2|street.fighter.2
Super Street Fighter 2 Turbo,super street fighter 2 turbo,Arcade,ARC,1994,Fighting,Capcom,SSF2T,Street Fighter,ssf2t|super.street.fighter.2.turbo
Ultra Street Fighter 4,ultra street fighter 4,PS3,PS3,2014,Fighting,Capcom,USF4,Street Fighter,usf4|ultra.street.fighter.4
Street Fighter Alpha 3,street fighter alpha 3,Arcade,ARC,1998,Fighting,Capcom,SFA3,Street Fighter,sfa3|street.fighter.alpha.3|sf.alpha.3
Street Fighter Alpha 2,street fighter alpha 2,Arcade,ARC,1996,Fighting,Capcom,SFA2,Street Fighter,sfa2|street.fighter.alpha.2
Street Fighter Alpha,street fighter alpha,Arcade,ARC,1995,Fighting,Capcom,SFA1,Street Fighter,sfa|street.fighter.alpha|sf.alpha
Street Fighter X Tekken,street fighter x tekken,PS3,PS3,2012,Fighting,Capcom,SFxT,Street Fighter,sfxt|street.fighter.x.tekken
Tekken 8,tekken 8,PS5,PS5,2024,Fighting,Bandai Namco,T8,Tekken,tekken.8|t8
Tekken 7,tekken 7,PS4,PS4,2017,Fighting,Bandai Namco,T7,Tekken,tekken.7|t7
Tekken 6,tekken 6,PS3,PS3,2009,Fighting,Bandai Namco,T6,Tekken,tekken.6|t6
Tekken 5,tekken 5,PS2,PS2,2005,Fighting,Namco,T5,Tekken,tekken.5|t5
Tekken 4,tekken 4,PS2,PS2,2002,Fighting,Namco,T4,Tekken,tekken.4|t4
Tekken 3,tekken 3,Arcade,ARC,1997,Fighting,Namco,T3,Tekken,tekken.3|t3
Tekken 2,tekken 2,Arcade,ARC,1995,Fighting,Namco,T2,Tekken,tekken.2|t2
Tekken,tekken,Arcade,ARC,1994,Fighting,Namco,T1,Tekken,tekken|tekken.1|t1
Tekken Tag Tournament 2,tekken tag tournament 2,PS3,PS3,2012,Fighting,Bandai Namco,TTT2,Tekken,ttt2|tekken.tag.tournament.2
Tekken Tag Tournament,tekken tag tournament,PS2,PS2,2000,Fighting,Namco,TTT1,Tekken,ttt|tekken.tag.tournament|ttt1
Soulcalibur 6,soulcalibur 6,PS4,PS4,2018,Fighting,Bandai Namco,SC6,Soulcalibur,sc6|soulcalibur.6
Soulcalibur 5,soulcalibur 5,PS3,PS3,2012,Fighting,Namco,SC5,Soulcalibur,sc5|soulcalibur.5
Soulcalibur 4,soulcalibur 4,PS3,PS3,2008,Fighting,Namco,SC4,Soulcalibur,sc4|soulcalibur.4
Soulcalibur 3,soulcalibur 3,PS2,PS2,2005,Fighting,Namco,SC3,Soulcalibur,sc3|soulcalibur.3
Soulcalibur 2,soulcalibur 2,PS2,PS2,2002,Fighting,Namco,SC2,Soulcalibur,sc2|soulcalibur.2
Soulcalibur,soulcalibur,DC,DC,1998,Fighting,Namco,SC1|Soul Edge 2,Soulcalibur,sc|soulcalibur.1|sc1
Soul Edge,soul edge,Arcade,ARC,1996,Fighting,Namco,Soul Blade,Soul Edge,soul.edge|soul.blade
Mortal Kombat 11,mortal kombat 11,PS4,PS4,2019,Fighting,NetherRealm,MK11,Mortal Kombat,mk11|mortal.kombat.11
Mortal Kombat X,mortal kombat x,PS4,PS4,2015,Fighting,NetherRealm,MKX,Mortal Kombat,mkx|mortal.kombat.x
Mortal Kombat 1,mortal kombat 1,PS5,PS5,2023,Fighting,NetherRealm,MK1|Mortal Kombat 12,Mortal Kombat,mk1|mortal.kombat.1|mk12|mortal.kombat.12
Mortal Kombat 9,mortal kombat 9,PS3,PS3,2011,Fighting,NetherRealm,MK9|Mortal Kombat 2011,Mortal Kombat,mk9|mortal.kombat.9|mortal.kombat.2011
Mortal Kombat 4,mortal kombat 4,Arcade,ARC,1997,Fighting,Midway,MK4,Mortal Kombat,mk4|mortal.kombat.4
Ultimate Mortal Kombat 3,ultimate mortal kombat 3,Arcade,ARC,1996,Fighting,Midway,UMK3|Mortal Kombat 3,Mortal Kombat,umk3|ultimate.mortal.kombat.3|mk3|mortal.kombat.3
Mortal Kombat 2,mortal kombat 2,Arcade,ARC,1993,Fighting,Midway,MK2,Mortal Kombat,mk2|mortal.kombat.2
Mortal Kombat,mortal kombat,Arcade,ARC,1992,Fighting,Midway,MK1|Mortal Kombat 1 Arcade,Mortal Kombat,mk|mk1|mortal.kombat.1
Injustice 2,injustice 2,PS4,PS4,2017,Fighting,NetherRealm,,Injustice,injustice.2|injustice2
Injustice Gods Among Us,injustice gods among us,PS3,PS3,2013,Fighting,NetherRealm,Injustice 1,Injustice,injustice.1|injustice|injustice.gods.among.us
Guilty Gear Strive,guilty gear strive,PS5,PS5,2021,Fighting,Arc System Works,GGStrive,Guilty Gear,ggstrive|guilty.gear.strive
Guilty Gear Xrd,guilty gear xrd,PS3,PS3,2014,Fighting,Arc System Works,GGXrd,Guilty Gear,ggxrd|guilty.gear.xrd
Guilty Gear XX Accent Core,guilty gear xx accent core,PS2,PS2,2006,Fighting,Arc System Works,GGXXAC,Guilty Gear,ggxxac|guilty.gear.xx.accent.core|ggxx
Guilty Gear X,guilty gear x,Arcade,ARC,2000,Fighting,Arc System Works,GGX,Guilty Gear,ggx|guilty.gear.x
Guilty Gear,guilty gear,PS1,PS1,1998,Fighting,Arc System Works,GG1,Guilty Gear,gg|guilty.gear.1|gg1
Granblue Fantasy Versus,granblue fantasy versus,PS4,PS4,2020,Fighting,Arc System Works,GBVS,Granblue,gbvs|granblue.fantasy.versus
Granblue Fantasy Versus Rising,granblue fantasy versus rising,PS5,PS5,2023,Fighting,Arc System Works,GBVSR,Granblue,gbvsr|granblue.fantasy.versus.rising
The King of Fighters 15,king of fighters 15,PS5,PS5,2022,Fighting,SNK,KOF 15,KOF,kof.15|king.of.fighters.15
The King of Fighters 14,king of fighters 14,PS4,PS4,2016,Fighting,SNK,KOF 14,KOF,kof.14|king.of.fighters.14
The King of Fighters 13,king of fighters 13,Arcade,ARC,2010,Fighting,SNK,KOF 13,KOF,kof.13|king.of.fighters.13
The King of Fighters 2002 Unlimited Match,king of fighters 2002 um,PS2,PS2,2002,Fighting,SNK,KOF 2002 UM,KOF,kof.2002.um|kof.2002.unlimited.match|kof.2002
The King of Fighters 98 Ultimate Match,king of fighters 98 um,PS2,PS2,2008,Fighting,SNK,KOF 98 UM,KOF,kof.98.um|kof.98.unlimited.match|kof.98
The King of Fighters 97,king of fighters 97,Arcade,ARC,1997,Fighting,SNK,KOF 97,KOF,kof.97|king.of.fighters.97
Samurai Shodown,samurai shodown,Arcade,ARC,1993,Fighting,SNK,Samurai Spirit,Samurai Shodown,samurai.shodown|samurai.spirit
Samurai Shodown 2019,samurai shodown 2019,PS4,PS4,2019,Fighting,SNK,Samurai Shodown 7,Samurai Shodown,samurai.shodown.2019|samurai.shodown.7
Garou Mark of the Wolves,garou mark of the wolves,Arcade,ARC,1999,Fighting,SNK,Garou MOTW,Fatal Fury,garou|garou.mark.of.the.wolves|motw
Fatal Fury Special,fatal fury special,Arcade,ARC,1993,Fighting,SNK,Fatal Fury 3,Fatal Fury,fatal.fury.special|fatal.fury.3
Art of Fighting,art of fighting,Arcade,ARC,1992,Fighting,SNK,AOF,Art of Fighting,aof|art.of.fighting|aof1
Art of Fighting 2,art of fighting 2,Arcade,ARC,1994,Fighting,SNK,AOF2,Art of Fighting,aof2|art.of.fighting.2
Last Blade 2,last blade 2,Arcade,ARC,1998,Fighting,SNK,LB2,Last Blade,lb2|last.blade.2
Last Blade,last blade,Arcade,ARC,1997,Fighting,SNK,LB1,Last Blade,lb|last.blade|lb1
Marvel vs Capcom Infinite,marvel vs capcom infinite,PS4,PS4,2017,Fighting,Capcom,MvCI,Marvel vs Capcom,mvci|marvel.vs.capcom.infinite|marvel.vs.capcom.4
Marvel vs Capcom 3,marvel vs capcom 3,PS3,PS3,2011,Fighting,Capcom,Ultimate Marvel vs Capcom 3|UMvC3,Marvel vs Capcom,umvc3|ultimate.marvel.vs.capcom.3|marvel.vs.capcom.3
Marvel vs Capcom 2,marvel vs capcom 2,Arcade,ARC,2000,Fighting,Capcom,MvC2,Marvel vs Capcom,mvc2|marvel.vs.capcom.2
Marvel vs Capcom,marvel vs capcom,Arcade,ARC,1998,Fighting,Capcom,MvC1|Marvel vs Capcom Clash of Super Heroes,Marvel vs Capcom,mvc|marvel.vs.capcom|mvc1
X-Men vs Street Fighter,x men vs street fighter,Arcade,ARC,1996,Fighting,Capcom,XvSF,Marvel vs Capcom,xvsf|x.men.vs.street.fighter|xmen.vs.street.fighter
Marvel Super Heroes vs Street Fighter,marvel super heroes vs sf,Arcade,ARC,1997,Fighting,Capcom,MSHvSF,Marvel vs Capcom,mshvsf|marvel.super.heroes.vs.street.fighter
Super Smash Bros Ultimate,super smash bros ultimate,Switch,Switch,2018,Fighting,Bandai Namco,SSBU,Super Smash Bros,ssbu
Super Smash Bros Melee,super smash bros melee,GC,GC,2001,Fighting,HAL Laboratory,SSBM,Super Smash Bros,ssbm
Super Smash Bros Brawl,super smash bros brawl,Wii,Wii,2008,Fighting,Sora Ltd,SSBB,Super Smash Bros,ssbb
Super Smash Bros for Wii U,smash 4 wii u,Wii U,WiiU,2014,Fighting,Bandai Namco,Smash 4 Wii U|SSB4,Super Smash Bros,ssb4.wii.u|smash.4.wii.u|smash.4
Super Smash Bros for 3DS,smash 4 3ds,3DS,3DS,2014,Fighting,Bandai Namco,Smash 4 3DS|SSB4 3DS,Super Smash Bros,ssb4.3ds|smash.4.3ds
Mario Kart 8 Deluxe,mario kart 8 deluxe,Switch,Switch,2017,Racing,Nintendo EPD,MK8D,Mario Kart,mk8d
Mario Kart 8,mario kart 8,Wii U,WiiU,2014,Racing,Nintendo EAD,Mario Kart Wii U,Mario Kart,mk8
Mario Kart 7,mario kart 7,3DS,3DS,2011,Racing,Nintendo EAD,,Mario Kart,mk7
Mario Kart Wii,mario kart wii,Wii,Wii,2008,Racing,Nintendo EAD,,Mario Kart,mkwii|mkw
Mario Kart DS,mario kart ds,DS,DS,2005,Racing,Nintendo,,Mario Kart,mkds
Mario Kart Double Dash,mario kart double dash,GC,GC,2003,Racing,Nintendo EAD,Mario Kart GCN,Mario Kart,mkdd
Mario Kart Super Circuit,mario kart super circuit,GBA,GBA,2001,Racing,Intelligent Systems,Mario Kart GBA,Mario Kart,mksc
Super Mario Odyssey,super mario odyssey,Switch,Switch,2017,Platformer,Nintendo EPD,Mario Odyssey,Super Mario,super.mario.odyssey
Super Mario 3D World,super mario 3d world,Wii U,WiiU,2013,Platformer,Nintendo EPD,,Super Mario,super.mario.3d.world|sm3dw
Super Mario 3D Land,super mario 3d land,3DS,3DS,2011,Platformer,Nintendo,,Super Mario,super.mario.3d.land|sm3dl
Super Mario Galaxy 2,super mario galaxy 2,Wii,Wii,2010,Platformer,Nintendo EAD,Mario Galaxy 2,Super Mario,super.mario.galaxy.2|mario.galaxy.2|smg2
Super Mario Galaxy,super mario galaxy,Wii,Wii,2007,Platformer,Nintendo EAD,Mario Galaxy,Super Mario,super.mario.galaxy|smg
Super Mario 64,super mario 64,N64,N64,1996,Platformer,Nintendo,Mario 64,Super Mario,sm64|super.mario.64|mario.64
New Super Mario Bros U,new super mario bros u,Wii U,WiiU,2012,Platformer,Nintendo EAD,NSMBU,Super Mario,nsmbu|new.super.mario.bros.u
New Super Mario Bros Wii,new super mario bros wii,Wii,Wii,2009,Platformer,Nintendo EAD,NSMB Wii,Super Mario,nsmb.wii|new.super.mario.bros.wii
New Super Mario Bros 2,new super mario bros 2,3DS,3DS,2012,Platformer,Nintendo EAD,NSMB2,Super Mario,nsmb2|new.super.mario.bros.2
New Super Mario Bros,new super mario bros,DS,DS,2006,Platformer,Nintendo EAD,NSMB1,Super Mario,nsmb|new.super.mario.bros|nsmb1
Super Mario Sunshine,super mario sunshine,GC,GC,2002,Platformer,Nintendo EAD,Mario Sunshine,Super Mario,super.mario.sunshine|sms|mario.sunshine
Super Mario World 2 Yoshis Island,super mario world 2 yoshis island,SNES,SNES,1995,Platformer,Nintendo,Yoshi's Island,Super Mario,smw2|yoshis.island|super.mario.world.2|super.mario.world.2.yoshis.island
Super Mario World,super mario world,SNES,SNES,1990,Platformer,Nintendo EAD,SMW,Super Mario,smw|super.mario.world
Super Mario Bros 3,super mario bros 3,NES,NES,1988,Platformer,Nintendo EAD,SMB3,Super Mario,smb3|super.mario.bros.3
Super Mario Bros 2,super mario bros 2,NES,NES,1988,Platformer,Nintendo,SMB2|Super Mario USA,Super Mario,smb2|super.mario.bros.2|super.mario.usa
Super Mario Bros,super mario bros,NES,NES,1985,Platformer,Nintendo,SMB1|SMB,Super Mario,smb|super.mario.bros|smb1
Super Mario Land 2,super mario land 2,GB,GB,1992,Platformer,Nintendo,SML2,Super Mario,sml2|super.mario.land.2
Super Mario Land,super mario land,GB,GB,1989,Platformer,Nintendo,SML,Super Mario,sml|super.mario.land
The Legend of Zelda Tears of the Kingdom,legend of zelda tears of the kingdom,Switch,Switch,2023,Action-Adventure,Nintendo EPD,TOTK,The Legend of Zelda,totk|zelda.totk|tears.of.the.kingdom
The Legend of Zelda Breath of the Wild,legend of zelda breath of the wild,Switch,Switch,2017,Action-Adventure,Nintendo EPD,BOTW,The Legend of Zelda,botw|zelda.botw|breath.of.the.wild
The Legend of Zelda Skyward Sword HD,legend of zelda skyward sword hd,Switch,Switch,2021,Action-Adventure,Tantalus,Skyward Sword HD,The Legend of Zelda,skyward.sword.hd|zelda.skyward.sword.hd
The Legend of Zelda Skyward Sword,legend of zelda skyward sword,Wii,Wii,2011,Action-Adventure,Nintendo EAD,Skyward Sword,The Legend of Zelda,skyward.sword|zelda.skyward.sword
The Legend of Zelda Twilight Princess HD,legend of zelda twilight princess hd,Wii U,WiiU,2016,Action-Adventure,Tantalus,Twilight Princess HD,The Legend of Zelda,twilight.princess.hd|tp.hd|zelda.twilight.princess.hd
The Legend of Zelda Twilight Princess,legend of zelda twilight princess,Wii,Wii,2006,Action-Adventure,Nintendo EAD,TP,The Legend of Zelda,twilight.princess|tp|zelda.twilight.princess
The Legend of Zelda Wind Waker HD,legend of zelda wind waker hd,Wii U,WiiU,2013,Action-Adventure,Nintendo EAD,Wind Waker HD,The Legend of Zelda,wind.waker.hd|ww.hd|zelda.wind.waker.hd
The Legend of Zelda Wind Waker,legend of zelda wind waker,GC,GC,2002,Action-Adventure,Nintendo EAD,WW,The Legend of Zelda,wind.waker|ww|zelda.wind.waker
The Legend of Zelda Majoras Mask 3D,legend of zelda majoras mask 3d,3DS,3DS,2015,Action-Adventure,Grezzo,MM3D,The Legend of Zelda,majoras.mask.3d|mm3d|zelda.majoras.mask.3d
The Legend of Zelda Majoras Mask,legend of zelda majoras mask,N64,N64,2000,Action-Adventure,Nintendo EAD,MM,The Legend of Zelda,majoras.mask|mm|zelda.majoras.mask|zelda.mm
The Legend of Zelda Ocarina of Time 3D,legend of zelda ocarina of time 3d,3DS,3DS,2011,Action-Adventure,Grezzo,OOT3D,The Legend of Zelda,ocarina.of.time.3d|oot3d|zelda.ocarina.of.time.3d
The Legend of Zelda Ocarina of Time,legend of zelda ocarina of time,N64,N64,1998,Action-Adventure,Nintendo EAD,OOT,The Legend of Zelda,ocarina.of.time|oot|zelda.ocarina.of.time|zelda.oot
The Legend of Zelda A Link Between Worlds,legend of zelda link between worlds,3DS,3DS,2013,Action-Adventure,Nintendo EAD,ALBW,The Legend of Zelda,albw|zelda.albw|a.link.between.worlds
The Legend of Zelda A Link to the Past,legend of zelda link to the past,SNES,SNES,1991,Action-Adventure,Nintendo,ALttP|LTTP,The Legend of Zelda,alttp|lttp|zelda.alttp|a.link.to.the.past
The Legend of Zelda Links Awakening,legend of zelda links awakening,Switch,Switch,2019,Action-Adventure,Grezzo,Links Awakening Switch,The Legend of Zelda,links.awakening|zelda.links.awakening|la|zelda.la
The Legend of Zelda Links Awakening DX,legend of zelda links awakening dx,GBC,GBC,1998,Action-Adventure,Nintendo,Links Awakening GBC,The Legend of Zelda,links.awakening.dx|ladx|zelda.links.awakening.dx
The Legend of Zelda,legend of zelda,NES,NES,1986,Action-Adventure,Nintendo,Zelda 1|LoZ|TLoZ,The Legend of Zelda,the.legend.of.zelda|zelda.1|zelda|loz|tloz
Zelda II The Adventure of Link,legend of zelda 2,NES,NES,1987,Action-Adventure,Nintendo,Zelda 2|Adventure of Link,The Legend of Zelda,zelda.2|zelda.ii|adventure.of.link|zelda.ii.the.adventure.of.link
Hyrule Warriors Age of Calamity,hyrule warriors age of calamity,Switch,Switch,2020,Hack and Slash,Omega Force,Age of Calamity,Hyrule Warriors,age.of.calamity|hyrule.warriors.age.of.calamity
Hyrule Warriors Definitive Edition,hyrule warriors definitive edition,Switch,Switch,2018,Hack and Slash,Omega Force,Hyrule Warriors DE,Hyrule Warriors,hyrule.warriors.definitive.edition|hyrule.warriors.de
Hyrule Warriors,hyrule warriors,Wii U,WiiU,2014,Hack and Slash,Omega Force,,Hyrule Warriors,hyrule.warriors
Pokemon Scarlet,pokemon scarlet,Switch,Switch,2022,RPG,Game Freak,,Pokemon,pokemon.scarlet
Pokemon Violet,pokemon violet,Switch,Switch,2022,RPG,Game Freak,,Pokemon,pokemon.violet
Pokemon Legends Arceus,pokemon legends arceus,Switch,Switch,2022,RPG,Game Freak,Legends Arceus,Pokemon,legends.arceus|pokemon.legends.arceus|arceus
Pokemon Sword,pokemon sword,Switch,Switch,2019,RPG,Game Freak,,Pokemon,pokemon.sword
Pokemon Shield,pokemon shield,Switch,Switch,2019,RPG,Game Freak,,Pokemon,pokemon.shield
Pokemon Brilliant Diamond,pokemon brilliant diamond,Switch,Switch,2021,RPG,ILCA,Pokemon BD,Pokemon,pokemon.brilliant.diamond|brilliant.diamond
Pokemon Shining Pearl,pokemon shining pearl,Switch,Switch,2021,RPG,ILCA,Pokemon SP,Pokemon,pokemon.shining.pearl|shining.pearl
Pokemon Lets Go Pikachu,pokemon lets go pikachu,Switch,Switch,2018,RPG,Game Freak,Lets Go Pikachu,Pokemon,pokemon.lets.go.pikachu|lets.go.pikachu
Pokemon Lets Go Eevee,pokemon lets go eevee,Switch,Switch,2018,RPG,Game Freak,Lets Go Eevee,Pokemon,pokemon.lets.go.eevee|lets.go.eevee
Pokemon Emerald,pokemon emerald,GBA,GBA,2004,RPG,Game Freak,,Pokemon,pokemon.emerald|emerald
Pokemon Ruby,pokemon ruby,GBA,GBA,2002,RPG,Game Freak,,Pokemon,pokemon.ruby|ruby
